	name	ra	dec	b	l	instrument	detector	int_time	lambda_min	lambda_max	path	grating	filter	res	v_rel	D
0	GN-z11	189.1060420833333	62.24204166666667	54.79774431840697	125.96364875475768	NIRSPEC	NRS1	1896.5557	1.6605299666407518	3.169970021757763	data/mastDownload/JWST/jw04426-o001_t001_nirspec_g235m-f170lp/jw04426-o001_t001_nirspec_g235m-f170lp_x1d.fits	G235M	F170LP	0.00235406953795375	0.0004065662806184103	3.815116851415465
1	GN-z11	189.1060420833333	62.24204166666667	54.79774431840697	125.96364875475768	NIRSPEC	NRS1	1167.1112	0.9703180286160205	1.8899740453634877	data/mastDownload/JWST/jw04426-o001_t001_nirspec_g140m-f100lp/jw04426-o001_t001_nirspec_g140m-f100lp_x1d.fits	G140M	F100LP	0.0014040176344209232	0.0004065662806184103	3.815116851415465
